PID,CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,KA_name,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue ,AvgFIXRevenue,TotalRevenue,ARPU,CHURN
123715242,Bronze,SOHO,6100,VM,9,,,9,96.5,0,96.5,10.72,No
123743430,Bronze,SOHO,6006,VM,4,1,,5,96.5,0,96.5,24.13,No
123647567,Bronze,SOHO,6000,AD?,5,,,5,96.5,0,96.5,19.3,No
123750318,Silver,SOHO,6000,AD?,9,2,,11,96.5,0,96.5,10.72,No
108690216,Bronze,SOHO,6600,RJ,6,,,6,96.5,0,96.5,16.08,No
200501180,Gold,SOHO,6363,RJ,8,,,8,96.5,0,96.5,12.06,No
115615032,Bronze,SOHO,4023,AD,8,,,8,96.67,0,96.67,12.08,No
833034847,Bronze,SOHO,6280,DI,7,4,,11,96.67,0,96.67,13.81,No
123637427,Bronze,SOHO,6100,AD?,7,,,7,96.67,0,96.67,13.81,No
20363596,Silver,SOHO,4002,VU,8,2,,10,96.83,0,96.83,12.1,No
833042178,Silver,SOHO,6140,VM,5,1,,6,96.83,0,96.83,19.37,No
123052110,Silver,SOHO,6260,DI,4,,,4,96.83,0,96.83,24.21,No
123718530,Bronze,SOHO,6000,DI,2,7,,9,96.83,0,96.83,48.42,No
201564177,Silver,SOHO,6400,DI,5,,,5,96.83,0,96.83,19.37,No
126082589,Bronze,SOHO,6300,RJ,3,1,,4,96.83,0,96.83,32.28,No
833099298,Bronze,SOHO,6000,VM,3,,,3,97,0,97,32.33,No
126745671,Silver,SOHO,6300,RJ,7,,,7,97,0,97,13.86,No
115658261,Gold,VSE,4000,VT,4,1,,5,97.17,0,97.17,24.29,No
160062865,Bronze,SOHO,4002,VU,9,,,9,97.33,0,97.33,10.81,No
123043321,Bronze,SOHO,6000,AD?,4,,,4,97.33,0,97.33,24.33,Yes
836151834,Silver,SOHO,1680,AD?,4,6,,10,97.33,0,97.33,24.33,No
108003138,Bronze,SOHO,6570,RJ,7,,,7,97.33,0,97.33,13.9,No
115035691,Bronze,SOHO,4180,VU,5,,,5,97.5,0,97.5,19.5,No
115173913,Bronze,SOHO,4000,VU,4,1,,5,97.5,0,97.5,24.38,No
123635262,Silver,SOHO,6000,DI,7,,,7,97.5,0,97.5,13.93,No
126620739,Bronze,SOHO,6400,DI,9,1,,10,97.5,0,97.5,10.83,Yes
160068478,Silver,SOHO,4003,VU,9,,,9,97.5,0,97.5,10.83,No
108042917,Silver,SOHO,6600,RJ,7,1,,8,97.5,0,97.5,13.93,No
126078740,Bronze,SOHO,6300,RJ,5,3,,8,97.5,0,97.5,19.5,No
115890377,Bronze,SOHO,4000,AD,5,,,5,97.67,0,97.67,19.53,Yes
115521259,Silver,SOHO,4220,VU,4,1,,5,97.67,0,97.67,24.42,No
115117829,Bronze,SOHO,4003,VT,3,3,,6,97.67,0,97.67,32.56,No
833088948,Silver,SOHO,6000,VM,5,1,,6,97.67,0,97.67,19.53,No
123064842,Bronze,SOHO,6100,DI,7,7,,14,97.67,0,97.67,13.95,No
123741002,Silver,SOHO,6163,DI,3,2,,5,97.67,0,97.67,32.56,No
200424702,Bronze,SOHO,4000,VU,8,5,,13,97.67,0,97.67,12.21,No
126731091,Bronze,SOHO,6300,RJ,7,1,,8,97.67,0,97.67,13.95,No
115788753,Bronze,SOHO,4109,AD,3,4,,7,97.83,0,97.83,32.61,No
115058149,Bronze,SOHO,4108,VU,3,,,3,97.83,0,97.83,32.61,No
126731942,Bronze,SOHO,6500,RJ,4,3,,7,97.83,0,97.83,24.46,No
115801485,Gold,SOHO,4210,AD,6,2,,8,98,0,98,16.33,Yes
112090953,Bronze,SOHO,4522,VU,4,,,4,98,0,98,24.5,No
200519399,Lead,SOHO,4013,VU,6,,,6,98,0,98,16.33,No
943951,Bronze,SOHO,6563,RJ,5,8,,13,98,0,98,19.6,No
115635362,Silver,SOHO,4003,AD,9,,,9,98.17,0,98.17,10.91,No
201310324,Gold,VSE,4600,AD,5,2,,7,98.17,0,98.17,19.63,No
115128035,Silver,SOHO,4230,VU,5,,,5,98.17,0,98.17,19.63,No
108523523,Gold,VSE,6861,RJ,10,4,,14,98.17,0,98.17,9.82,No
201891395,Silver,SOHO,6570,VM,6,,,6,98.25,0,98.25,16.38,No
440658,Bronze,SOHO,4000,AD,3,1,,4,98.33,0,98.33,32.78,No
115025964,Bronze,SOHO,4023,VU,7,,,7,98.33,0,98.33,14.05,No
201264229,Silver,SOHO,1345,VM,10,2,,12,98.33,0,98.33,9.83,No
833022599,Bronze,SOHO,6260,VM,6,5,,11,98.33,0,98.33,16.39,Yes
123634452,Bronze,SOHO,6000,DI,8,1,,9,98.33,0,98.33,12.29,No
126529872,Silver,SOHO,6363,RJ,10,,,10,98.33,0,98.33,9.83,No
341724,Bronze,SOHO,4400,MT,8,,,8,98.5,0,98.5,12.31,No
112654496,Bronze,SOHO,4500,VU,7,3,,10,98.5,0,98.5,14.07,No
40141304,Bronze,SOHO,4000,VT,7,3,,10,98.5,0,98.5,14.07,No
115055726,Silver,SOHO,4300,VT,6,,,6,98.5,0,98.5,16.42,No
115226216,Bronze,SOHO,4004,VU,7,,,7,98.5,0,98.5,14.07,No
119509083,Bronze,SOHO,6000,AD?,6,2,,8,98.5,0,98.5,16.42,No
123758400,Bronze,SOHO,6000,AD?,6,1,,7,98.5,0,98.5,16.42,No
126144489,Bronze,SOHO,6400,AD?,8,1,,9,98.5,0,98.5,12.31,No
836144850,Silver,SOHO,6300,RJ,5,1,,6,98.5,0,98.5,19.7,No
115568084,Bronze,SOHO,4110,AD,5,,,5,98.67,0,98.67,19.73,No
115702811,Bronze,SOHO,4004,AD,7,,,7,98.67,0,98.67,14.1,No
115777027,Bronze,SOHO,4023,AD,10,,,10,98.67,0,98.67,9.87,No
112043569,Bronze,SOHO,4601,VU,6,6,,12,98.67,0,98.67,16.45,No
112132772,Silver,SOHO,4400,MT,2,,,2,98.67,0,98.67,49.34,No
112593965,Silver,SOHO,4400,MT,6,4,,10,98.67,0,98.67,16.45,No
115130812,Bronze,SOHO,4020,VU,6,,,6,98.67,0,98.67,16.45,No
123760718,Silver,SOHO,6100,VM,3,,,3,98.67,0,98.67,32.89,No
200138672,Bronze,SOHO,6000,VM,1,4,,5,98.67,0,98.67,98.67,No
201912779,Bronze,SOHO,6000,VM,5,,,5,98.67,0,98.67,19.73,No
126540983,Bronze,SOHO,6400,DI,7,1,,8,98.67,0,98.67,14.1,No
108683104,Bronze,SOHO,6600,RJ,11,,,11,98.67,0,98.67,8.97,No
833010636,Bronze,SOHO,6100,VM,4,1,,5,98.83,0,98.83,24.71,No
833159509,Bronze,VSE,6000,VM,7,17,,24,98.83,0,98.83,14.12,No
123092051,Bronze,SOHO,6000,DI,4,,,4,98.83,0,98.83,24.71,No
126610862,Bronze,SOHO,6400,DI,7,,,7,98.83,0,98.83,14.12,No
123625439,Silver,SOHO,6000,AD?,6,,,6,98.83,0,98.83,16.47,No
108553121,Bronze,SOHO,6600,RJ,9,,,9,98.83,0,98.83,10.98,No
126723904,Silver,SOHO,6500,RJ,3,8,,11,98.83,0,98.83,32.94,No
115240123,Bronze,SOHO,4017,VU,5,,,5,99,0,99,19.8,No
201664141,Bronze,SOHO,6400,DI,6,,,6,99,0,99,16.5,No
112532478,Bronze,SOHO,4500,VU,3,4,,7,99,0,99,33,No
7507267561SMB,Silver,SOHO,6000,VM,3,,,3,99.17,0,99.17,33.06,No
123508507,Bronze,SOHO,6000,DI,5,,,5,99.17,0,99.17,19.83,No
123550933,Silver,SOHO,6100,DI,7,1,,8,99.17,0,99.17,14.17,No
123623452,Silver,SOHO,6000,AD?,7,,,7,99.17,0,99.17,14.17,No
108572011,Bronze,VSE,6884,RJ,4,7,,11,99.17,0,99.17,24.79,No
200700346,Bronze,VSE,6450,DI,4,,,4,99.33,0,99.33,24.83,No
112505068,Bronze,SOHO,4500,VU,5,1,,6,99.33,0,99.33,19.87,No
123533115,Bronze,SOHO,6003,AD?,5,1,,6,99.33,0,99.33,19.87,No
123641805,Bronze,SOHO,6000,AD?,6,,,6,99.33,0,99.33,16.56,No
123732793,Gold,VSE,6000,VM,6,7,,13,99.5,0,99.5,16.58,No
123073341,Bronze,SOHO,6000,DI,4,1,,5,99.5,0,99.5,24.88,No
123087346,Silver,SOHO,6000,AD?,6,4,,10,99.5,0,99.5,16.58,No
123135531,Bronze,SOHO,6003,AD?,6,4,,10,99.5,0,99.5,16.58,Yes
123659509,Silver,SOHO,6003,AD?,4,2,,6,99.5,0,99.5,24.88,No
115044363,Bronze,SOHO,4000,AD,7,1,,8,99.67,0,99.67,14.24,No
20461478,Silver,SOHO,4000,VU,6,,,6,99.67,0,99.67,16.61,No
112602962,Bronze,SOHO,4600,VU,5,,,5,99.67,0,99.67,19.93,No
112666527,Bronze,SOHO,4550,MT,5,,,5,99.67,0,99.67,19.93,No
115044594,Silver,SOHO,4000,VT,5,1,,6,99.67,0,99.67,19.93,No
123694428,Bronze,SOHO,6100,DI,5,,1,6,99.67,0,99.67,19.93,No
615207,Bronze,SOHO,4701,VU,10,,,10,99.67,0,99.67,9.97,No
123059628,Silver,SOHO,6100,AD?,6,1,,7,99.67,0,99.67,16.61,No
126075406,Gold,SOHO,6300,RJ,3,,,3,99.67,0,99.67,33.22,No
112597052,Bronze,SOHO,4500,AD,4,,,4,99.83,0,99.83,24.96,Yes
112589283,Silver,SOHO,4640,MT,3,4,,7,99.83,0,99.83,33.28,No
112670365,Silver,SOHO,4400,MT,3,,,3,99.83,0,99.83,33.28,No
123079812,Bronze,SOHO,6100,AD?,7,1,,8,99.83,0,99.83,14.26,No
123640430,Bronze,SOHO,6000,AD?,4,3,,7,99.83,0,99.83,24.96,No
123682657,Bronze,SOHO,6000,AD?,8,,1,9,99.83,0,99.83,12.48,No
115199541,Bronze,SOHO,4020,VT,3,,,3,100,0,100,33.33,No
121477098,Bronze,SOHO,1404,VM,5,2,,7,100,0,100,20,No
123659416,Bronze,SOHO,6000,VM,7,2,,9,100,0,100,14.29,No
126014524,Bronze,SOHO,6400,DI,3,1,,4,100,0,100,33.33,No
123645438,Silver,SOHO,6000,AD?,4,,,4,100,0,100,25,No
40208233,Silver,SOHO,6300,RJ,10,,,10,100,0,100,10,No
108522396,Silver,SOHO,6600,RJ,4,4,,8,100,0,100,25,No
115262237,Bronze,SOHO,6300,RJ,2,1,,3,100,0,100,50,Yes
126716303,Bronze,SOHO,6300,RJ,12,,,12,100,0,100,8.33,No
200346610,Bronze,SOHO,6600,RJ,10,,,10,100,0,100,10,No
200984156,Bronze,SOHO,6300,RJ,5,,,5,100,0,100,20,No
115542246,Bronze,SOHO,4340,AD,5,2,,7,100.17,0,100.17,20.03,No
115131001,Bronze,SOHO,4002,VU,5,,,5,100.17,0,100.17,20.03,No
160070189,Bronze,SOHO,4002,VU,6,4,1,11,100.17,0,100.17,16.7,No
123062720,Silver,SOHO,6000,AD?,4,,,4,100.17,0,100.17,25.04,No
115558752,Bronze,SOHO,4000,AD,8,,,8,100.33,0,100.33,12.54,Yes
40163076,Silver,VSE,4023,VT,8,6,,14,100.33,0,100.33,12.54,No
201909975,Bronze,SOHO,4023,VT,6,,,6,100.33,0,100.33,16.72,Yes
4715040428,Silver,SOHO,4002,VU,9,7,,16,100.33,0,100.33,11.15,No
123651882,Silver,SOHO,6260,AD?,6,,,6,100.33,0,100.33,16.72,Yes
119678457,Silver,VSE,8881,AD,9,,,9,100.5,0,100.5,11.17,No
200946807,Silver,SOHO,4000,AD,5,,1,6,100.5,0,100.5,20.1,No
123068673,Bronze,SOHO,6100,DI,6,,,6,100.5,0,100.5,16.75,No
126055962,Bronze,SOHO,6450,DI,4,4,,8,100.5,0,100.5,25.13,No
108069533,Bronze,SOHO,6800,RJ,6,,,6,100.5,0,100.5,16.75,No
108505571,Bronze,SOHO,6900,RJ,10,3,,13,100.5,0,100.5,10.05,No
108627027,Bronze,SOHO,6600,RJ,5,1,,6,100.5,0,100.5,20.1,No
126039844,Gold,VSE,6300,RJ,1,5,,6,100.5,0,100.5,100.5,Yes
126737525,Silver,SOHO,6300,RJ,2,,,2,100.5,0,100.5,50.25,No
115818821,Bronze,SOHO,4023,AD,8,,,8,100.67,0,100.67,12.58,No
200440471,Silver,SOHO,6100,VM,9,4,,13,100.67,0,100.67,11.19,No
126053737,Bronze,SOHO,6300,RJ,7,1,,8,100.67,0,100.67,14.38,No
126745881,Bronze,SOHO,6300,RJ,5,,,5,100.67,0,100.67,20.13,No
200348838,Silver,SOHO,6500,RJ,3,1,,4,100.67,0,100.67,33.56,No
123762968,Bronze,SOHO,6149,VM,5,,,5,100.83,0,100.83,20.17,No
833093906,Bronze,SOHO,6180,DI,5,,,5,100.83,0,100.83,20.17,No
160105028,Silver,SOHO,4004,VU,6,,,6,100.83,0,100.83,16.81,No
126643862,Bronze,SOHO,6400,RJ,8,1,,9,100.83,0,100.83,12.6,No
123737363,Gold,VSE,6260,VM,6,1,,7,101,0,101,16.83,No
790797,Bronze,SOHO,6100,DI,7,,,7,101.17,0,101.17,14.45,No
126578934,Silver,SOHO,6400,DI,5,2,,7,101.17,0,101.17,20.23,No
123158793,Bronze,SOHO,6000,AD?,2,1,,3,101.17,0,101.17,50.59,No
115243781,Silver,SOHO,4300,AD,6,4,,10,101.33,0,101.33,16.89,No
454437,Silver,SOHO,4142,VU,5,,,5,101.33,0,101.33,20.27,No
40219639,Silver,SOHO,4134,VT,10,1,,11,101.5,0,101.5,10.15,No
123680097,Bronze,SOHO,6150,VM,9,,,9,101.5,0,101.5,11.28,No
833002835,Bronze,SOHO,6100,DI,5,,,5,101.5,0,101.5,20.3,No
108052270,Silver,SOHO,6600,RJ,6,1,,7,101.5,0,101.5,16.92,No
108551234,Silver,SOHO,6600,RJ,6,4,,10,101.5,0,101.5,16.92,No
126631550,Bronze,SOHO,6300,RJ,5,,,5,101.5,0,101.5,20.3,No
200831580,Bronze,SOHO,6300,RJ,5,,,5,101.5,0,101.5,20.3,Yes
115768658,Bronze,SOHO,4004,AD,5,1,,6,101.67,0,101.67,20.33,No
115132966,Bronze,SOHO,4000,VU,10,,,10,101.67,0,101.67,10.17,No
112120357,Bronze,SOHO,4400,MT,3,4,,7,101.67,0,101.67,33.89,No
115082029,Bronze,SOHO,4004,VT,11,1,,12,101.67,0,101.67,9.24,No
201380372,Silver,VSE,6400,VM,8,1,,9,101.67,0,101.67,12.71,No
126713595,Silver,SOHO,6400,RJ,5,2,,7,101.67,0,101.67,20.33,No
115251408,Silver,SOHO,4002,VU,4,,,4,101.83,0,101.83,25.46,No
123533987,Bronze,SOHO,6000,DI,9,2,,11,101.83,0,101.83,11.31,No
202333781,Silver,SOHO,9000,DI,8,,,8,101.83,0,101.83,12.73,No
108684156,Bronze,SOHO,6600,RJ,6,,,6,101.83,0,101.83,16.97,No
115557401,Silver,SOHO,4002,AD,3,,,3,102,0,102,34,No
123078429,Silver,SOHO,6100,DI,4,1,,5,102,0,102,25.5,No
108568988,Silver,SOHO,6600,RJ,8,,,8,102,0,102,12.75,No
126661878,Bronze,SOHO,6300,RJ,9,2,,11,102,0,102,11.33,No
200257687,Silver,VSE,6300,RJ,10,,,10,102,0,102,10.2,No
108567427,Bronze,SOHO,6600,RJ,4,,,4,102.17,0,102.17,25.54,No
126066688,Bronze,SOHO,6300,RJ,5,,,5,102.17,0,102.17,20.43,No
123546123,Silver,SOHO,6100,DI,7,2,,9,102.33,0,102.33,14.62,No
115082933,Bronze,SOHO,4000,VU,8,,,8,102.33,0,102.33,12.79,No
126726984,Silver,SOHO,6300,RJ,6,4,,10,102.33,0,102.33,17.06,No
115211149,Bronze,SOHO,4015,VU,7,2,,9,102.5,0,102.5,14.64,Yes
112128158,Silver,SOHO,4400,MT,8,1,,9,102.5,0,102.5,12.81,No
123721316,Bronze,SOHO,6000,DI,3,,,3,102.5,0,102.5,34.17,No
115566037,Silver,SOHO,4300,AD,6,,,6,102.67,0,102.67,17.11,No
10999311,Bronze,SOHO,4240,VU,8,1,,9,102.67,0,102.67,12.83,No
453260,Bronze,SOHO,4003,VT,9,,,9,102.67,0,102.67,11.41,Yes
126593434,Bronze,SOHO,6400,DI,3,,,3,102.67,0,102.67,34.22,No
200679507,Bronze,SOHO,6000,AD?,4,4,,8,102.67,0,102.67,25.67,No
123052306,Bronze,SOHO,6100,VM,5,10,,15,102.83,0,102.83,20.57,No
123671721,Bronze,SOHO,6100,DI,5,,,5,102.83,0,102.83,20.57,No
126736117,Bronze,SOHO,6400,DI,11,,,11,102.83,0,102.83,9.35,No
20825985,Bronze,SOHO,6000,AD?,7,3,,10,102.83,0,102.83,14.69,No
108555033,Bronze,SOHO,6600,RJ,3,,,3,102.83,0,102.83,34.28,No
115774230,Bronze,VSE,4003,AD,9,,,9,103,0,103,11.44,No
115074356,Silver,SOHO,4101,VT,8,1,,9,103,0,103,12.88,No
123730707,Bronze,SOHO,6000,VM,6,,,6,103,0,103,17.17,No
201409906,Silver,SOHO,6000,VM,5,2,,7,103,0,103,20.6,No
123120209,Bronze,SOHO,6000,AD?,7,,,7,103,0,103,14.71,No
123637352,Silver,SOHO,6000,AD?,7,2,,9,103,0,103,14.71,No
123731905,Lead,SOHO,6000,AD?,9,,,9,103,0,103,11.44,No
126523966,Silver,SOHO,6300,RJ,8,,,8,103,0,103,12.88,No
115557006,Silver,SOHO,4300,AD,6,2,,8,103.17,0,103.17,17.2,No
112657332,Silver,SOHO,4400,MT,5,,,5,103.17,0,103.17,20.63,No
115706806,Bronze,SOHO,4230,VT,9,,,9,103.17,0,103.17,11.46,No
833169492,Bronze,SOHO,6100,VM,7,,,7,103.17,0,103.17,14.74,No
459995,Bronze,SOHO,4023,VU,16,,,16,103.17,0,103.17,6.45,No
200830514,Silver,SOHO,4147,VU,9,,,9,103.17,0,103.17,11.46,No
123522122,Silver,SOHO,6000,AD?,6,2,,8,103.17,0,103.17,17.2,No
108030975,Bronze,SOHO,6600,RJ,5,4,,9,103.17,0,103.17,20.63,No
201051398,Bronze,SOHO,6050,VM,6,,,6,103.33,0,103.33,17.22,No
200650780,Silver,SOHO,6300,RJ,6,1,,7,103.33,0,103.33,17.22,No
108509096,Bronze,SOHO,6600,RJ,7,2,,9,103.5,0,103.5,14.79,No
108533812,Silver,VSE,6600,RJ,12,4,,16,103.5,0,103.5,8.63,No
112620217,Silver,SOHO,4409,MT,6,1,,7,103.67,0,103.67,17.28,Yes
40220260,Bronze,SOHO,4003,VT,8,,,8,103.67,0,103.67,12.96,No
201658836,Bronze,SOHO,6000,VM,8,,,8,103.67,0,103.67,12.96,No
115762203,Silver,SOHO,4002,RJ,8,6,,14,103.67,0,103.67,12.96,No
126728953,Silver,SOHO,6368,RJ,7,,,7,103.67,0,103.67,14.81,No
200260847,Silver,SOHO,6500,RJ,3,3,,6,103.67,0,103.67,34.56,No
123677133,Silver,SOHO,6000,DI,7,1,,8,103.83,0,103.83,14.83,No
123648975,Bronze,SOHO,6100,AD?,7,,,7,103.83,0,103.83,14.83,No
115507213,Silver,SOHO,4000,VT,6,,,6,104,0,104,17.33,No
836000152,Silver,SOHO,6420,DI,3,,,3,104,0,104,34.67,No
825145100,Silver,SOHO,4003,VU,3,1,,4,104,0,104,34.67,No
126506529,Silver,SOHO,6300,AD?,7,3,,10,104,0,104,14.86,No
126606052,Bronze,SOHO,6400,VM,6,2,,8,104.17,0,104.17,17.36,No
112594241,Bronze,SOHO,4600,AD,6,1,,7,104.33,0,104.33,17.39,No
115000263,Bronze,SOHO,4120,VU,9,1,1,11,104.33,0,104.33,11.59,No
201273235,Bronze,SOHO,6000,VM,6,,,6,104.33,0,104.33,17.39,No
115571689,Silver,SOHO,4230,AD,4,,,4,104.5,0,104.5,26.13,No
123603802,Silver,SOHO,6000,VM,8,,,8,104.5,0,104.5,13.06,No
123542712,Bronze,SOHO,6000,DI,8,,,8,104.5,0,104.5,13.06,No
115593212,Bronze,SOHO,4004,AD,6,,,6,104.67,0,104.67,17.45,No
112668604,Bronze,SOHO,4400,MT,6,1,,7,104.67,0,104.67,17.45,No
160072585,Bronze,VSE,4000,VT,7,,,7,104.67,0,104.67,14.95,Yes
833010084,Bronze,SOHO,6100,VM,5,,,5,104.67,0,104.67,20.93,No
833144749,Silver,SOHO,6100,VM,4,12,,16,104.67,0,104.67,26.17,No
108022081,Silver,SOHO,6600,RJ,10,1,,11,104.67,0,104.67,10.47,No
126738730,Bronze,SOHO,6490,RJ,5,,,5,104.67,0,104.67,20.93,Yes
112639569,Silver,SOHO,4500,VU,5,,,5,104.83,0,104.83,20.97,No
130009255,Silver,VSE,4700,VT,5,,,5,104.83,0,104.83,20.97,No
123530471,Bronze,SOHO,6100,AD?,5,2,,7,104.83,0,104.83,20.97,No
112589041,Bronze,SOHO,4400,MT,6,,,6,105,0,105,17.5,No
833025798,Silver,SOHO,6218,VM,1,8,,9,105,0,105,105,No
833072171,Bronze,SOHO,6148,VM,9,,,9,105,0,105,11.67,No
123059343,Bronze,SOHO,6000,AD?,6,1,,7,105,0,105,17.5,No
126588024,Silver,SOHO,6300,RJ,7,1,,8,105,0,105,15,No
115797713,Bronze,SOHO,4300,AD,8,3,,11,105.17,0,105.17,13.15,No
115060666,Bronze,SOHO,4000,VU,8,,,8,105.17,0,105.17,13.15,Yes
108014597,Silver,SOHO,6631,VM,4,,,4,105.17,0,105.17,26.29,No
126536807,Bronze,SOHO,6400,DI,10,1,,11,105.17,0,105.17,10.52,No
123503620,Silver,SOHO,6100,AD?,5,,,5,105.17,0,105.17,21.03,No
833010077,Bronze,SOHO,6100,VM,9,,,9,105.33,0,105.33,11.7,No
123075130,Silver,SOHO,6100,DI,10,3,,13,105.33,0,105.33,10.53,No
160066988,Silver,SOHO,4002,VU,6,2,,8,105.33,0,105.33,17.56,No
123157691,Bronze,SOHO,6000,AD?,5,,,5,105.33,0,105.33,21.07,No
123763237,Bronze,SOHO,6000,AD?,5,,,5,105.33,0,105.33,21.07,No
160109293,Gold,SOHO,4000,VT,7,,1,8,105.5,0,105.5,15.07,No
833003691,Bronze,SOHO,6000,VM,6,,,6,105.5,0,105.5,17.58,No
126559962,Bronze,SOHO,6500,AD?,5,1,,6,105.5,0,105.5,21.1,No
126655957,Silver,SOHO,6300,RJ,6,,,6,105.5,0,105.5,17.58,No
115090905,Bronze,SOHO,4140,VU,6,,,6,105.67,0,105.67,17.61,No
102033523,Bronze,SOHO,8000,AD?,9,,,9,105.67,0,105.67,11.74,Yes
126151131,Silver,SOHO,6400,AD?,8,,1,9,105.67,0,105.67,13.21,No
833165348,Bronze,SOHO,6100,AD?,12,,,12,105.67,0,105.67,8.81,No
108019085,Silver,SOHO,6900,RJ,1,10,,11,105.67,0,105.67,105.67,Yes
108537779,Silver,SOHO,6600,RJ,8,,,8,105.67,0,105.67,13.21,No
126618193,Silver,SOHO,6300,RJ,9,,,9,105.67,0,105.67,11.74,No
40794052,Silver,VSE,6200,DI,3,1,,4,105.83,0,105.83,35.28,No
123619728,Bronze,SOHO,6000,AD?,6,1,,7,105.83,0,105.83,17.64,No
115612189,Silver,SOHO,4000,AD,5,2,,7,106,0,106,21.2,No
112651710,Bronze,SOHO,4400,MT,5,,,5,106,0,106,21.2,Yes
115274378,Silver,SOHO,4003,VU,7,,,7,106,0,106,15.14,No
201874944,Silver,SOHO,4000,VT,4,,,4,106,0,106,26.5,No
833034263,Silver,SOHO,6000,VM,5,,,5,106,0,106,21.2,No
123045571,Bronze,SOHO,6000,AD?,4,1,,5,106,0,106,26.5,No
123643914,Bronze,SOHO,6000,AD?,5,,,5,106,0,106,21.2,No
123723627,Gold,VSE,6000,AD?,4,7,,11,106,0,106,26.5,No
126510404,Bronze,SOHO,6500,RJ,7,,,7,106,0,106,15.14,No
112591416,Bronze,SOHO,4550,MT,6,,,6,106.17,0,106.17,17.7,No
126741961,Silver,SOHO,6450,VM,8,2,,10,106.17,0,106.17,13.27,No
833155980,Bronze,SOHO,6000,VM,5,,,5,106.17,0,106.17,21.23,No
123639823,Silver,SOHO,6000,AD?,4,,,4,106.17,0,106.17,26.54,No
126580248,Bronze,SOHO,6500,RJ,7,,,7,106.17,0,106.17,15.17,No
30246075,Bronze,SOHO,4210,AD,5,,,5,106.33,0,106.33,21.27,No
115317331,Bronze,SOHO,4001,VU,5,4,,9,106.33,0,106.33,21.27,No
123733183,Bronze,SOHO,6000,DI,3,1,,4,106.33,0,106.33,35.44,No
115135108,Bronze,SOHO,4003,VU,6,3,,9,106.5,0,106.5,17.75,No
115537733,Silver,SOHO,4016,VT,8,3,,11,106.5,0,106.5,13.31,No
123738910,Silver,SOHO,6000,VM,7,,,7,106.5,0,106.5,15.21,No
123117608,Silver,SOHO,6000,AD?,2,2,,4,106.5,0,106.5,53.25,No
115624191,Bronze,SOHO,4230,VU,9,,,9,106.67,0,106.67,11.85,Yes
201014492,Bronze,SOHO,4000,VT,6,1,,7,106.67,0,106.67,17.78,No
123757736,Bronze,SOHO,6000,VM,4,2,,6,106.67,0,106.67,26.67,No
123059927,Bronze,SOHO,6100,DI,8,1,,9,106.67,0,106.67,13.33,No
160124690,Bronze,SOHO,4023,VU,4,,,4,106.67,0,106.67,26.67,No
108014049,Bronze,SOHO,6600,RJ,7,,,7,106.67,0,106.67,15.24,No
115624070,Silver,SOHO,4004,AD,5,1,,6,106.83,0,106.83,21.37,No
102824847,Silver,SOHO,4003,VT,1,,,1,106.83,0,106.83,106.83,No
120500206,Gold,VSE,4850,VT,6,6,,12,106.83,0,106.83,17.81,No
201955517,Bronze,SOHO,6000,VM,5,,,5,106.83,0,106.83,21.37,No
833170039,Silver,SOHO,6000,VM,8,1,,9,106.83,0,106.83,13.35,No
123638504,Silver,SOHO,6100,DI,5,,,5,106.83,0,106.83,21.37,No
200782628,Gold,SOHO,4004,Daniela Stefanova,8,,,8,106.83,0,106.83,13.35,No
115255285,Bronze,SOHO,4000,VT,14,,,14,107,0,107,7.64,No
200642028,Silver,SOHO,6000,VM,3,,,3,107,0,107,35.67,No
8106057589SMB,Silver,SOHO,6000,DI,5,,,5,107,0,107,21.4,No
833130087,Silver,SOHO,6100,AD?,6,,,6,107,0,107,17.83,No
123554814,Bronze,SOHO,6000,AD?,6,1,,7,107.17,0,107.17,17.86,No
342388,Bronze,SOHO,4442,MT,5,,,5,107.33,0,107.33,21.47,No
20346230,Bronze,SOHO,4400,MT,5,3,,8,107.33,0,107.33,21.47,No
115507252,Bronze,SOHO,4004,VT,3,,,3,107.33,0,107.33,35.78,No
115508703,Silver,SOHO,4000,VT,7,4,,11,107.33,0,107.33,15.33,No
202431318,Silver,SOHO,4004,VT,6,,,6,107.33,0,107.33,17.89,No
123024431,Bronze,SOHO,6260,DI,7,3,,10,107.33,0,107.33,15.33,No
123546372,Bronze,SOHO,6014,DI,3,3,,6,107.33,0,107.33,35.78,No
200420586,Bronze,SOHO,4889,VU,8,,,8,107.5,0,107.5,13.44,No
201305512,Bronze,VSE,6500,RJ,5,,,5,107.5,0,107.5,21.5,No
115790302,Bronze,SOHO,4003,VU,3,6,,9,107.67,0,107.67,35.89,No
836228273,Bronze,SOHO,6437,VM,8,1,,9,107.83,0,107.83,13.48,No
123650500,Bronze,SOHO,6000,AD?,6,1,,7,107.83,0,107.83,17.97,No
123685518,Silver,SOHO,6000,AD?,9,1,,10,107.83,0,107.83,11.98,No
836146036,Silver,VSE,6563,RJ,3,1,1,5,107.83,0,107.83,35.94,No
200874966,Bronze,SOHO,6400,VM,7,1,,8,108,0,108,15.43,No
201910162,Silver,SOHO,6000,VM,7,,,7,108,0,108,15.43,No
202340772,Silver,SOHO,6000,VM,2,,,2,108,0,108,54,No
